time_s,Thumb,Index,Middle,Ring,Pinky
7.2230,0.64522,-1.00000,-1.00000,-1.00000,-0.24303
7.2400,0.62280,-0.80059,-1.00000,-1.00000,-0.24303
7.2570,0.62280,-0.80059,-1.00000,-1.00000,-0.24303
7.2740,0.62280,-0.80059,-1.00000,-1.00000,-0.24303
7.2900,0.62280,-0.80059,-1.00000,-1.00000,-0.24303
7.3060,0.62280,-0.80059,-1.00000,-1.00000,-0.24303
7.3220,0.62280,-0.80059,-1.00000,-1.00000,-0.24303
7.3380,0.62280,-0.80059,-1.00000,-1.00000,-0.24303
7.3540,0.62280,-0.80059,-1.00000,-1.00000,-0.24303
7.3710,0.62057,-0.71351,-1.00000,-1.00000,-0.24675
7.3870,0.62057,-0.71351,-1.00000,-1.00000,-0.24675
7.4040,0.62057,-0.71351,-1.00000,-1.00000,-0.24675
7.4210,0.59132,-0.58297,-1.00000,-1.00000,-0.11129
7.4380,0.57335,-0.55358,-1.00000,-1.00000,-0.09283
7.4550,0.57335,-0.55358,-1.00000,-1.00000,-0.09283
7.4710,0.57335,-0.55358,-1.00000,-1.00000,-0.09283
7.4880,0.52161,-0.59856,-1.00000,-1.00000,-0.12238
7.5050,0.52161,-0.59856,-1.00000,-1.00000,-0.12238
7.5210,0.52161,-0.59856,-1.00000,-1.00000,-0.12238
7.5370,0.52161,-0.59856,-1.00000,-1.00000,-0.12238
7.5530,0.52380,-0.59856,-1.00000,-1.00000,-0.15197
7.5700,0.52380,-0.59856,-1.00000,-1.00000,-0.15197
7.5860,0.52380,-0.59856,-1.00000,-1.00000,-0.15197
7.6020,0.53500,-0.77298,-1.00000,-1.00000,-0.12600
7.6180,0.51933,-0.77290,-1.00000,-1.00000,-0.09258
7.6350,0.51933,-0.77290,-1.00000,-1.00000,-0.09258
7.6510,0.51933,-0.77290,-1.00000,-1.00000,-0.09258
7.6670,0.51933,-0.77290,-1.00000,-1.00000,-0.09258
7.6840,0.51933,-0.77290,-1.00000,-1.00000,-0.09258
7.7010,0.51933,-0.77290,-1.00000,-1.00000,-0.09258
7.7180,0.51933,-0.77290,-1.00000,-1.00000,-0.09258
7.7350,0.49459,-0.72889,-1.00000,-1.00000,-0.11484
7.7520,0.49459,-0.72889,-1.00000,-1.00000,-0.11484
7.7690,0.49459,-0.72889,-1.00000,-1.00000,-0.11484
7.7860,0.49694,-1.00000,-1.00000,-1.00000,-0.16649
7.8020,0.48347,-1.00000,-1.00000,-1.00000,-0.15910
7.8190,0.48347,-1.00000,-1.00000,-1.00000,-0.15910
7.8350,0.48347,-1.00000,-1.00000,-1.00000,-0.15910
7.8510,0.48798,-1.00000,-1.00000,-1.00000,-0.15542
7.8680,0.48798,-1.00000,-1.00000,-1.00000,-0.15542
7.8840,0.48798,-1.00000,-1.00000,-1.00000,-0.15542
7.9010,0.50140,-1.00000,-1.00000,-1.00000,-0.17394
7.9170,0.49463,-1.00000,-1.00000,-1.00000,-0.15916
7.9330,0.49463,-1.00000,-1.00000,-1.00000,-0.15916
7.9500,0.49463,-1.00000,-1.00000,-1.00000,-0.15916
7.9670,0.52614,-1.00000,-1.00000,-1.00000,-0.12958
7.9830,0.49927,-1.00000,-1.00000,-1.00000,-0.07048
8.0000,0.49927,-1.00000,-1.00000,-1.00000,-0.07048
8.0160,0.49927,-1.00000,-1.00000,-1.00000,-0.07048
8.0330,0.51728,-1.00000,-1.00000,-1.00000,-0.05565
8.0500,0.51728,-1.00000,-1.00000,-1.00000,-0.05565
8.0670,0.51728,-1.00000,-1.00000,-1.00000,-0.05565
8.0840,0.53541,-1.00000,-1.00000,-1.00000,0.05608
8.1010,0.53766,-1.00000,-1.00000,-1.00000,0.14694
8.1170,0.53766,-1.00000,-1.00000,-1.00000,0.14694
8.1340,0.53766,-1.00000,-1.00000,-1.00000,0.14694
8.1510,0.56918,-1.00000,-1.00000,-1.00000,0.22666
8.1670,0.56918,-1.00000,-1.00000,-1.00000,0.22666
8.1830,0.56918,-1.00000,-1.00000,-1.00000,0.22666
8.2000,0.54221,-1.00000,-1.00000,-1.00000,0.21537
8.2170,0.50619,-1.00000,-1.00000,-1.00000,0.24960
8.2340,0.50619,-1.00000,-1.00000,-1.00000,0.24960
8.2510,0.50619,-1.00000,-1.00000,-1.00000,0.24960
