time_s,Thumb,Index,Middle,Ring,Pinky
5.4760,1.00000,-0.36342,0.18898,-0.10407,-0.24729
5.4920,1.00000,-0.36342,0.18898,-0.10407,-0.24729
5.5080,1.00000,-0.36342,0.20528,-0.07470,-0.22325
5.5240,1.00000,-0.36342,0.20238,-0.07283,-0.22884
5.5400,1.00000,-0.36342,0.20238,-0.07283,-0.22884
5.5570,1.00000,-0.36342,0.20238,-0.07283,-0.22884
5.5750,1.00000,-0.36342,0.20238,-0.07283,-0.22884
5.5920,1.00000,-0.36342,0.20238,-0.07283,-0.22884
5.6090,1.00000,-0.36342,0.20238,-0.07283,-0.22884
5.6250,1.00000,-0.36342,0.16568,-0.10056,-0.26818
5.6420,1.00000,-0.36342,0.16201,-0.09326,-0.29647
5.6590,1.00000,-0.36342,0.16201,-0.09326,-0.29647
5.6760,1.00000,-0.36342,0.16201,-0.09326,-0.29647
5.6930,1.00000,-0.36342,0.19846,-0.03667,-0.21757
5.7090,1.00000,-0.36342,0.19846,-0.03667,-0.21757
5.7250,1.00000,-0.36342,0.19846,-0.03667,-0.21757
5.7420,1.00000,-0.36342,0.21974,-0.01856,-0.19692
5.7590,1.00000,-0.36342,0.21974,-0.01856,-0.19692
5.7750,1.00000,-0.36342,0.21974,-0.01856,-0.19692
5.7910,1.00000,-0.36342,0.21974,-0.01856,-0.19692
5.8090,1.00000,-0.36342,0.23935,-0.00046,-0.17673
5.8250,1.00000,-0.36342,0.23935,-0.00046,-0.17673
5.8420,1.00000,-0.36342,0.23935,-0.00046,-0.17673
5.8600,1.00000,-0.36342,0.23935,-0.00046,-0.17673
5.8760,1.00000,-0.41834,0.26938,0.00186,-0.14163
5.8920,1.00000,-0.41834,0.26938,0.00186,-0.14163
5.9090,1.00000,-0.41834,0.26938,0.00186,-0.14163
5.9260,1.00000,-0.42552,0.28655,0.01533,-0.13225
5.9430,1.00000,-0.42552,0.28655,0.01533,-0.13225
5.9590,1.00000,-0.42552,0.28655,0.01533,-0.13225
5.9750,1.00000,-0.42552,0.28655,0.01533,-0.13225
5.9920,1.00000,-0.36342,0.19083,-0.01444,-0.25840
6.0080,1.00000,-0.36342,0.19083,-0.01444,-0.25840
6.0250,1.00000,-0.36342,0.19083,-0.01444,-0.25840
6.0410,1.00000,-0.36342,0.19083,-0.01444,-0.25840
6.0570,1.00000,-0.36342,0.13336,-0.05481,-0.32014
6.0750,1.00000,-0.36342,0.13336,-0.05481,-0.32014
6.0910,1.00000,-0.36342,0.13336,-0.05481,-0.32014
6.1080,1.00000,-0.36342,0.04840,-0.10646,-0.39451
6.1240,1.00000,-0.36342,0.02787,-0.06572,-0.37626
6.1400,1.00000,-0.36342,-0.06327,-0.07488,-0.43344
6.1570,1.00000,-0.36342,-0.06327,-0.07488,-0.43344
6.1740,1.00000,-0.36342,-0.03519,-0.03574,-0.39800
6.1900,1.00000,-0.36342,-0.03519,-0.03574,-0.39800
6.2070,1.00000,-0.36342,-0.03519,-0.03574,-0.39800
6.2250,1.00000,-0.36342,0.02646,0.01087,-0.32915
6.2430,1.00000,-0.36342,0.04143,0.04401,-0.31924
6.2600,1.00000,-0.36342,0.04143,0.04401,-0.31924
6.2780,1.00000,-0.36342,0.04143,0.04401,-0.31924
6.2950,1.00000,-0.36342,0.03439,0.02973,-0.34152
6.3120,1.00000,-0.36342,0.03439,0.02973,-0.34152
6.3290,1.00000,-0.36342,0.03439,0.02973,-0.34152
6.3490,1.00000,-0.36342,-0.04814,-0.03004,-0.47101
6.3660,1.00000,-0.36342,-0.03869,-0.02350,-0.47391
6.3830,1.00000,-0.36342,-0.03869,-0.02350,-0.47391
6.4000,1.00000,-0.36342,-0.03869,-0.02350,-0.47391
6.4170,1.00000,-0.36342,0.01858,0.04959,-0.44652
6.4330,1.00000,-0.36342,0.01858,0.04959,-0.44652
6.4500,1.00000,-0.36342,0.01858,0.04959,-0.44652
6.4670,1.00000,-0.36342,0.00506,0.05495,-0.46238
6.4830,1.00000,-0.36342,0.00864,0.05701,-0.43788
6.5000,1.00000,-0.36342,0.00864,0.05701,-0.43788
6.5160,1.00000,-0.36342,0.00864,0.05701,-0.43788
6.5330,1.00000,-0.36342,0.02097,0.09641,-0.33831
6.5500,1.00000,-0.36342,0.02097,0.09641,-0.33831
6.5670,1.00000,-0.36342,0.02097,0.09641,-0.33831
6.5840,1.00000,-0.36342,0.02415,0.11201,-0.29691
6.6010,1.00000,-0.36342,0.00744,0.09940,-0.21945
6.6180,1.00000,-0.36342,0.00744,0.09940,-0.21945
6.6340,1.00000,-0.36342,0.00744,0.09940,-0.21945
6.6510,1.00000,-0.36342,0.00744,0.09940,-0.21945
6.6680,1.00000,-0.36342,0.00744,0.09940,-0.21945
6.6840,1.00000,-0.36342,0.00744,0.09940,-0.21945
6.7000,1.00000,-0.36342,0.00744,0.09940,-0.21945
6.7170,1.00000,-0.36342,-0.08172,0.08121,-0.08730
6.7340,1.00000,-0.36342,-0.09562,0.08661,-0.05702
6.7500,1.00000,-0.36342,-0.09562,0.08661,-0.05702
6.7670,1.00000,-0.36342,-0.09364,0.10010,-0.03702
6.7840,1.00000,-0.36342,-0.09364,0.10010,-0.03702
6.8000,1.00000,-0.36342,-0.09364,0.10010,-0.03702
6.8160,1.00000,-0.36342,-0.09364,0.10010,-0.03702
6.8330,1.00000,-0.36342,-0.07503,0.11723,-0.00144
